visit_date,condition,time_spent_homepage_sec
2018-04-01,build,51.8025006
2018-04-01,build,49.22982353
2018-04-01,build,50.81596391
2018-04-01,build,49.38790677
2018-04-01,build,48.92268581
2018-04-01,build,49.27696927
2018-04-01,build,50.85783525
2018-04-01,build,48.72490515
2018-04-01,build,49.39189611
2018-04-01,build,48.34822385
2018-04-01,build,48.40470318
2018-04-01,build,49.43501681
2018-04-01,build,48.93153033
2018-04-01,build,50.36395341
2018-04-01,build,49.35673574
2018-04-01,build,50.69829114
2018-04-01,build,48.46178079
2018-04-01,build,51.41098829
2018-04-01,build,51.15437196
2018-04-01,build,50.4191131
2018-04-01,build,50.77569335
2018-04-01,build,49.40036188
2018-04-01,build,48.34102457
2018-04-01,build,51.29605278
2018-04-01,build,47.95761807
2018-04-01,build,51.12390046
2018-04-01,build,48.66824126
2018-04-01,build,49.75219158
2018-04-01,build,49.46732712
2018-04-01,build,50.9541243
2018-04-01,build,50.49539624
2018-04-01,build,48.30114937
2018-04-01,build,48.74375427
2018-04-01,build,48.61183556
2018-04-01,build,50.61844326
2018-04-01,build,49.64212156
2018-04-01,build,51.3880004
2018-04-01,build,51.43433603
2018-04-01,build,49.62450494
2018-04-01,build,48.53999747
2018-04-01,build,49.15212494
2018-04-01,build,48.52317532
2018-04-01,build,52.49984404
2018-04-01,build,50.86522315
2018-04-01,build,50.7163703
2018-04-01,build,47.34749715
2018-04-01,build,49.20008402
2018-04-01,build,50.8956988
2018-04-01,build,51.26522806
2018-04-01,build,51.40907597
2018-04-01,build,49.8422666
2018-04-01,build,52.16035013
2018-04-01,build,52.24677202
2018-04-01,build,50.10758956
2018-04-01,build,49.47380868
2018-04-01,build,49.64544681
2018-04-01,build,48.58494261
2018-04-01,build,49.61670065
2018-04-01,build,49.07176189
2018-04-01,build,49.12717395
2018-04-01,build,48.08523761
2018-04-01,build,49.83484839
2018-04-01,build,50.94244758
2018-04-01,build,51.43279805
2018-04-01,build,50.21280649
2018-04-01,build,51.72685227
2018-04-01,build,51.35387803
2018-04-01,build,50.27861309
2018-04-01,build,50.82534437
2018-04-01,build,51.01835612
2018-04-01,build,48.71804864
2018-04-01,build,49.49763807
2018-04-01,build,50.62877729
2018-04-01,build,50.37891149
2018-04-01,build,48.39851208
2018-04-01,build,50.47238922
2018-04-01,build,49.63983431
2018-04-01,build,48.65949644
2018-04-01,build,49.36058981
2018-04-01,build,49.67100267
2018-04-01,build,50.71133571
2018-04-01,build,49.90866764
2018-04-01,build,49.32130287
2018-04-01,build,50.310404
2018-04-01,build,50.11435322
2018-04-01,build,51.34649404
2018-04-01,build,49.1973631
2018-04-01,build,51.87193048
2018-04-01,build,48.11234962
2018-04-01,build,51.42751762
2018-04-01,build,51.19075767
2018-04-01,build,50.87714758
2018-04-01,build,50.37652581
2018-04-01,build,50.64774858
2018-04-01,build,50.40617082
2018-04-01,build,49.68825383
2018-04-01,build,49.17197175
2018-04-01,build,50.40115476
2018-04-01,build,49.88058772
2018-04-01,build,50.32504695
2018-04-01,build,50.00231291
2018-04-01,build,50.54007735
2018-04-01,build,50.19293113
2018-04-01,build,51.12359479
2018-04-01,build,49.09283743
2018-04-01,build,49.9003326
2018-04-01,build,48.6448917
2018-04-01,build,49.28481392
2018-04-01,build,51.09435906
2018-04-01,build,50.31203802
2018-04-01,build,48.73640786
2018-04-01,build,49.45985785
2018-04-01,build,49.30273375
2018-04-01,build,49.85328507
2018-04-01,build,50.35053092
2018-04-01,build,48.8546296
2018-04-01,build,49.90120652
2018-04-01,build,49.68378869
2018-04-01,build,49.4017179
2018-04-01,build,51.31564553
2018-04-01,build,49.03798508
2018-04-01,build,49.7998508
2018-04-01,build,47.57390755
2018-04-01,build,50.62593093
2018-04-01,build,51.69696639
2018-04-01,build,50.59374149
2018-04-01,build,51.76762532
2018-04-01,build,49.36093937
2018-04-01,build,49.98274058
2018-04-01,build,51.14401122
2018-04-01,build,50.28349732
2018-04-01,build,51.15433804
2018-04-01,build,49.92772706
2018-04-01,build,50.39548936
2018-04-01,build,50.25364803
2018-04-01,build,50.28403468
2018-04-01,build,48.6673457
2018-04-01,build,50.03366189
2018-04-01,build,49.03906357
2018-04-01,build,50.75504026
2018-04-01,build,52.25477519
2018-04-01,build,51.3271864
2018-04-01,build,47.82203437
2018-04-01,build,50.8540876
2018-04-01,build,51.50133644
2018-04-01,build,48.0120796
2018-04-01,build,53.70872812
2018-04-01,build,50.29161405
2018-04-01,build,48.66239538
2018-04-01,build,50.5334334
2018-04-01,build,49.86710328
2018-04-01,build,49.51509029
2018-04-01,build,50.76795398
2018-04-01,build,51.06243693
2018-04-01,build,49.77011189
2018-04-01,build,48.58778707
2018-04-01,build,49.18651585
2018-04-01,build,48.12950302
2018-04-01,build,50.34382623
2018-04-01,build,48.2388886
2018-04-01,build,48.04215305
2018-04-01,build,50.0817197
2018-04-01,build,52.32628403
2018-04-01,build,49.76633997
2018-04-01,build,49.84481644
2018-04-01,build,49.18523364
2018-04-01,build,52.26336508
2018-04-01,build,49.75061219
2018-04-01,build,49.25081806
2018-04-01,build,50.36573327
2018-04-01,build,50.62278897
2018-04-01,build,50.94275211
2018-04-01,build,49.45302
2018-04-01,build,50.63674079
2018-04-01,build,51.32269003
2018-04-01,build,48.33960609
2018-04-01,build,49.80386197
2018-04-01,build,50.23259448
2018-04-01,build,48.80932346
2018-04-01,build,50.16900732
2018-04-01,build,49.42929039
2018-04-01,build,50.12648722
2018-04-01,build,50.67724939
2018-04-01,build,49.85144442
2018-04-01,build,50.24257769
2018-04-01,build,48.95721844
2018-04-01,build,49.62799936
2018-04-01,build,49.94368996
2018-04-01,build,50.99792533
2018-04-01,build,49.65060479
2018-04-01,build,50.04600015
2018-04-01,build,49.71247409
2018-04-01,build,49.78167605
2018-04-01,build,48.66478939
2018-04-01,build,50.01462533
2018-04-01,build,50.5293016
2018-04-01,build,48.36702624
2018-04-01,build,49.00179993
2018-04-01,build,51.449228
2018-04-01,build,48.40320849
2018-04-01,build,49.54875217
2018-04-01,build,48.34220803
2018-04-01,build,50.52342502
2018-04-01,build,48.09394415
2018-04-01,build,50.36943688
2018-04-01,build,50.95772915
2018-04-01,build,50.72457434
2018-04-01,build,48.23992934
2018-04-01,build,50.67541297
2018-04-01,build,49.59144915
2018-04-01,build,49.74389788
2018-04-01,build,49.88493786
2018-04-01,build,51.43609947
2018-04-01,build,49.90421312
2018-04-01,build,48.7269219
2018-04-01,build,50.40428911
2018-04-01,build,49.83124446
2018-04-01,build,50.00026838
2018-04-01,build,49.34345592
2018-04-01,build,48.6271219
2018-04-01,build,49.23436094
2018-04-01,build,48.72192143
2018-04-01,build,51.86660775
2018-04-01,build,49.46402061
2018-04-01,build,48.67906829
2018-04-01,build,49.29439583
2018-04-01,build,50.9932888
2018-04-01,build,47.85414301
2018-04-01,build,51.54853679
2018-04-01,build,50.55857212
2018-04-01,build,50.36823297
2018-04-01,build,49.71757442
2018-04-01,build,50.07653359
2018-04-01,build,49.44639611
2018-04-01,build,50.93808091
2018-04-01,build,50.29568658
2018-04-01,build,50.07414624
2018-04-01,build,50.22547025
2018-04-01,build,49.13221017
2018-04-01,build,49.40267127
2018-04-01,create,48.5044676
2018-04-01,create,51.21408732
2018-04-01,create,50.25471067
2018-04-01,create,51.44507109
2018-04-01,create,49.62797698
2018-04-01,create,48.12486075
2018-04-01,create,50.02617418
2018-04-01,create,48.81742682
2018-04-01,create,47.1175164
2018-04-01,create,51.93342103
2018-04-01,create,48.14640348
2018-04-01,create,48.56898103
2018-04-01,create,50.10502865
2018-04-01,create,49.84986794
2018-04-01,create,49.44310797
2018-04-01,create,49.77582254
2018-04-01,create,50.07729177
2018-04-01,create,50.12472611
2018-04-01,create,48.9861371
2018-04-01,create,49.93109757
2018-04-01,create,49.66719896
2018-04-01,create,49.52057224
2018-04-01,create,49.29859419
2018-04-01,create,50.66446395
2018-04-01,create,50.48659634
2018-04-01,create,50.30185972
2018-04-01,create,48.95771774
2018-04-01,create,49.2715086
2018-04-01,create,51.02911627
2018-04-01,create,50.66533198
2018-04-01,create,48.63796694
2018-04-01,create,50.63151324
2018-04-01,create,50.46868303
2018-04-01,create,52.39150346
2018-04-01,create,49.59653005
2018-04-01,create,49.24420575
2018-04-01,create,51.2105001
2018-04-01,create,49.43001767
2018-04-01,create,49.30830208
2018-04-01,create,50.05542906
2018-04-01,create,50.35660747
2018-04-01,create,49.62713101
2018-04-01,create,50.02872253
2018-04-01,create,50.96095401
2018-04-01,create,50.34084726
2018-04-01,create,50.41321679
2018-04-01,create,52.1050298
2018-04-01,create,50.15202885
2018-04-01,create,48.74604394
2018-04-01,create,50.02830102
2018-04-01,create,51.92156223
2018-04-01,create,48.13141546
2018-04-01,create,50.00086266
2018-04-01,create,50.71057231
2018-04-01,create,51.2408004
2018-04-01,create,47.47547893
2018-04-01,create,50.12606329
2018-04-01,create,49.85922953
2018-04-01,create,50.97815603
2018-04-01,create,49.07792124
2018-04-01,create,49.22382941
2018-04-01,create,47.95940323
2018-04-01,create,48.91868379
2018-04-01,create,51.08782573
2018-04-01,create,49.56000053
2018-04-01,create,49.91682262
2018-04-01,create,49.8952529
2018-04-01,create,50.90516038
2018-04-01,create,49.04841357
2018-04-01,create,52.1288442
2018-04-01,create,50.58650304
2018-04-01,create,50.59163293
2018-04-01,create,49.11505429
2018-04-01,create,50.08523629
2018-04-01,create,50.72709802
2018-04-01,create,50.14268398
2018-04-01,create,49.67208143
2018-04-01,create,49.54707706
2018-04-01,create,49.0706317
2018-04-01,create,50.17486232
2018-04-01,create,51.26346696
2018-04-01,create,50.07433875
2018-04-01,create,49.66521965
2018-04-01,create,49.38297139
2018-04-01,create,50.36275212
2018-04-01,create,52.49943664
2018-04-01,create,50.78897795
2018-04-01,create,50.5630705
2018-04-01,create,50.98527532
2018-04-01,create,49.81412611
2018-04-01,create,50.67243954
2018-04-01,create,49.59479286
2018-04-01,create,50.40221041
2018-04-01,create,50.64416905
2018-04-01,create,50.81670149
2018-04-01,create,49.42692887
2018-04-01,create,49.78712948
2018-04-01,create,49.33911028
2018-04-01,create,49.00544058
2018-04-01,create,48.79653091
2018-04-01,create,50.95841036
2018-04-01,create,49.54994347
2018-04-01,create,53.07845317
2018-04-01,create,50.50565636
2018-04-01,create,50.60852567
2018-04-01,create,50.30305747
2018-04-01,create,49.16901182
2018-04-01,create,48.1493814
2018-04-01,create,47.95395121
2018-04-01,create,50.09283373
2018-04-01,create,51.09166096
2018-04-01,create,49.49728272
2018-04-01,create,50.59466777
2018-04-01,create,48.06605153
2018-04-01,create,49.3033472
2018-04-01,create,50.6991025
2018-04-01,create,50.79394996
2018-04-01,create,50.22252387
2018-04-01,create,49.60040723
2018-04-01,create,48.60045426
2018-04-01,create,51.14185141
2018-04-01,create,49.50617421
2018-04-01,create,50.67600033
2018-04-01,create,49.95530499
2018-04-01,create,49.60162565
2018-04-01,create,49.87717455
2018-04-01,create,49.25918975
2018-04-01,create,48.79464752
2018-04-01,create,50.35254955
2018-04-01,create,48.18965178
2018-04-01,create,50.14011238
2018-04-01,create,50.38649419
2018-04-01,create,49.45667073
2018-04-01,create,50.02283408
2018-04-01,create,51.29424617
2018-04-01,create,49.69924791
2018-04-01,create,49.25130923
2018-04-01,create,51.69949876
2018-04-01,create,49.86312543
2018-04-01,create,50.04392088
2018-04-01,create,50.83021288
2018-04-01,create,49.34075533
2018-04-01,create,49.83512902
2018-04-01,create,50.58051358
2018-04-01,create,49.82565364
2018-04-01,create,50.58908656
2018-04-01,create,49.20370975
2018-04-01,create,49.28099512
2018-04-01,create,49.77361415
2018-04-01,create,51.39990735
2018-04-01,create,50.83123531
2018-04-01,create,48.95485141
2018-04-01,create,49.65108218
2018-04-01,create,50.48045106
2018-04-01,create,51.21689568
2018-04-01,create,49.50916874
2018-04-01,create,49.85547382
2018-04-01,create,48.37266755
2018-04-01,create,50.8112561
2018-04-01,create,48.52294258
2018-04-01,create,51.14163341
2018-04-01,create,49.89115109
2018-04-01,create,51.35166899
2018-04-01,create,49.80241616
2018-04-01,create,49.50562552
2018-04-01,create,50.40309287
2018-04-01,create,51.67785936
2018-04-01,create,49.61193239
2018-04-01,create,49.87474741
2018-04-01,create,49.12218226
2018-04-01,create,52.01273833
2018-04-01,create,51.21013406
2018-04-01,create,50.40292571
2018-04-01,create,51.3464164
2018-04-01,create,49.86748388
2018-04-01,create,49.38955892
2018-04-01,create,50.37359709
2018-04-01,create,48.08726603
2018-04-01,create,50.52575991
2018-04-01,create,48.79794916
2018-04-01,create,51.53349005
2018-04-01,create,50.12112685
2018-04-01,create,51.12033312
2018-04-01,create,49.55504925
2018-04-01,create,50.19215954
2018-04-01,create,52.10346287
2018-04-01,create,51.15648585
2018-04-01,create,51.73805994
2018-04-01,create,51.90398764
2018-04-01,create,48.52233748
2018-04-01,create,49.28273645
2018-04-01,create,49.69494334
2018-04-01,create,51.86885584
2018-04-01,create,49.53389782
2018-04-01,create,50.75361812
2018-04-01,create,49.80276478
2018-04-01,create,50.26290577
2018-04-01,create,50.031853
2018-04-01,create,49.68371334
2018-04-01,create,50.15733612
2018-04-01,create,48.6051617
2018-04-01,create,49.9572333
2018-04-01,create,50.21932326
2018-04-01,create,50.49873499
2018-04-01,create,50.112219
2018-04-01,create,49.18716544
2018-04-01,create,51.43915574
2018-04-01,create,49.58805392
2018-04-01,create,48.75432543
2018-04-01,create,50.13275592
2018-04-01,create,50.82616247
2018-04-01,create,50.08849297
2018-04-01,create,49.7293232
2018-04-01,create,49.00540808
2018-04-01,create,51.19354525
2018-04-01,create,50.15369207
2018-04-01,create,49.9750501
2018-04-01,create,48.01417
2018-04-01,create,47.83306407
2018-04-01,create,49.38423114
2018-04-01,create,50.31659769
2018-04-01,create,49.56723773
2018-04-01,create,49.40413399
2018-04-01,create,51.4831923
2018-04-01,create,49.88097857
2018-04-01,create,49.6591393
2018-04-01,create,48.98658423
2018-04-01,create,51.69868311
2018-04-01,create,50.56484375
2018-04-01,create,51.8691715
2018-04-01,create,49.45733863
2018-04-01,create,50.41552196
2018-04-01,create,50.96185073
2018-04-01,create,50.2439025
2018-04-01,create,50.0198299
2018-04-01,create,49.64395685
2018-04-01,create,49.66242837
2018-04-01,create,50.15626274
2018-04-01,create,51.42840184
2018-04-01,create,50.30697411
2018-04-01,create,50.68597289
2018-04-01,create,50.46413299
2018-04-01,create,50.32245552
2018-04-01,create,51.51804879
2018-04-01,create,49.93819589
2018-04-01,create,49.65816576
2018-04-01,create,50.80155786
2018-04-01,create,48.56799288
2018-04-01,create,50.14620486
2018-04-01,create,50.56308078
2018-04-01,create,49.51170767
2018-04-01,create,50.38870271
2018-04-01,create,51.15606527
2018-04-01,create,51.3246124
2018-04-01,create,49.98199755
2018-04-01,create,48.51517028
2018-04-01,create,50.80896771
2018-04-01,create,50.82030022
2018-04-01,create,49.52698376
2018-04-01,create,50.91507036
2018-04-01,create,50.84486635
2018-04-01,create,50.75513973
2018-04-01,create,52.22012993
2018-04-01,create,50.89468275
2018-04-01,create,49.27463016
2018-04-01,create,50.44578315
2018-04-01,create,48.39408059
2018-04-01,create,48.93701929
2018-04-01,create,51.55832279
2018-04-01,create,48.46831498
2018-04-01,create,51.37614339
2018-04-01,create,49.98165386
2018-04-01,create,49.95315272
2018-04-01,create,51.22160489
2018-04-01,create,48.8208621
2018-04-01,create,50.13735029
2018-04-01,create,50.03641435
2018-04-01,create,50.13942345
2018-04-01,create,49.28533527
2018-04-01,create,49.88834934
2018-04-01,create,48.46139797
2018-04-01,create,49.15515426
2018-04-01,create,49.44984878
2018-04-01,create,50.17512556
2018-04-01,create,49.79115682
2018-04-01,create,51.02593565
2018-04-01,create,48.82063222
2018-04-01,create,49.82415085
2018-04-01,create,49.55201437
2018-04-01,create,49.75973211
2018-04-01,create,49.64347851
2018-04-01,create,49.58685488
2018-04-01,create,50.18186108
2018-04-01,create,49.52546847
2018-04-01,create,49.99666
2018-04-01,create,49.32513862
2018-04-01,create,49.80568651
2018-04-01,create,50.18615677
2018-04-01,create,50.2667203
2018-04-01,create,50.42355062
2018-04-01,create,49.03314166
2018-04-01,create,50.99659711
2018-04-01,create,49.83994505
2018-04-01,create,49.21797211
2018-04-01,create,49.77861661
2018-04-01,create,50.59062728
2018-04-01,create,49.57314902
2018-04-01,create,48.77082172
2018-04-01,create,51.43435998
2018-04-01,create,48.7481349
2018-04-01,create,48.42040527
2018-04-01,create,48.03494449
2018-04-01,create,50.31113173
2018-04-01,create,49.48947083
2018-04-01,create,50.684346
2018-04-01,create,48.81651343
2018-04-01,create,50.26099762
2018-04-01,create,49.498233
2018-04-01,create,50.68498124
2018-04-01,create,49.70994623
2018-04-01,create,50.17688345
2018-04-01,create,51.44188126
2018-04-01,create,50.29573342
2018-04-01,create,50.49675011
2018-04-01,create,50.06082177
2018-04-01,create,50.26988265
2018-04-01,create,50.18972433
2018-04-01,create,49.89839816
2018-04-01,create,50.15831834
2018-04-01,create,52.56646363
2018-04-01,create,51.41253345
2018-04-01,create,49.99634907
2018-04-01,create,48.77071406
2018-04-01,create,48.72895388
2018-04-01,create,51.13740769
2018-04-01,create,50.01357378
2018-04-01,create,49.02866594
2018-04-01,create,48.5751521
2018-04-01,create,51.86039926
2018-04-01,create,48.43396003
2018-04-01,create,50.41064098
2018-04-01,create,51.44686511
2018-04-01,create,51.23684181
2018-04-01,create,50.35698408
2018-04-01,create,49.96078892
2018-04-01,create,48.75281496
2018-04-01,create,50.76570858
2018-04-01,create,49.58292271
2018-04-01,create,51.8969256
2018-04-01,create,50.85308429
2018-04-01,create,50.58682819
2018-04-01,create,49.54902205
2018-04-01,create,51.89812657
2018-04-01,create,50.24303053
2018-04-01,create,49.54265693
2018-04-01,create,50.2196631
2018-04-01,create,48.73936483
2018-04-01,create,50.91689249
2018-04-01,create,49.564606
2018-04-01,create,49.53831108
2018-04-01,create,49.46430307
2018-04-01,create,49.01041155
2018-04-01,create,49.9593745
2018-04-01,create,50.95712629
2018-04-01,create,50.49419446
2018-04-01,create,50.32148243
2018-04-01,create,50.26282507
2018-04-01,create,49.20729507
2018-04-01,create,50.33751465
2018-04-01,create,51.01033151
2018-04-01,create,48.78141328
2018-04-01,create,50.95710092
2018-04-01,create,48.08196977
2018-04-01,create,48.71838853
2018-04-01,create,49.70517181
2018-04-01,create,49.14339535
2018-04-01,create,50.47235281
2018-04-01,create,50.00341644
2018-04-01,create,51.07847617
2018-04-01,create,51.71898006
2018-04-01,create,50.27138987
2018-04-01,create,50.52328172
2018-04-01,create,50.2869291
2018-04-01,create,49.88000753
2018-04-01,create,49.27147339
2018-04-01,create,48.2935171
2018-04-01,create,51.7178413
2018-04-01,create,48.06998057
2018-04-01,create,49.71319172
2018-04-01,create,50.87482232
2018-04-01,create,50.51394465
2018-04-01,create,49.71611735
2018-04-01,create,51.37392553
2018-04-01,create,48.92662944
2018-04-01,create,49.09139987
2018-04-01,create,51.76400022
2018-04-01,create,50.11212862
2018-04-01,create,49.51799604
2018-04-01,create,50.03756013
2018-04-01,create,51.91764925
2018-04-01,create,48.71769119
2018-04-01,create,48.7756937
2018-04-01,create,49.70811127
2018-04-01,create,50.43529616
2018-04-01,create,50.71872448
2018-04-01,create,50.89481053
2018-04-01,create,48.50549876
2018-04-01,create,51.47129107
2018-04-01,create,48.62658142
2018-04-01,create,49.06093927
2018-04-01,create,48.89120947
2018-04-01,create,50.28013158
2018-04-01,create,50.07947038
2018-04-01,create,49.44509258
2018-04-01,create,51.03929068
2018-04-01,create,48.99660195
2018-04-01,create,50.33354167
2018-04-01,create,49.68595593
2018-04-01,create,51.07322324
2018-04-01,create,49.47590226
2018-04-01,create,47.98466421
